"id","name","region","federal_district","population","foundation_year","status","old_name","latitude","longitude"
"552","Людиново","Калужская область","Центральный","35874","1626","1938","","53.8646239","34.447908"
"553","Лянтор","Ханты-Мансийский АО","Уральский","40977","1932","1992","Пим, Лянторский","61.622494","72.165138"
"554","Магадан","Магаданская область","Дальневосточный","90757","1929","1939","","59.5604768","150.7988617"
"555","Магас","Ингушетия","Северо-Кавказский","15271","1994","2000","","43.1666497","44.8048191"
"556","Магнитогорск","Челябинская область","Уральский","410594","1929","1931","Магнитная (до 1929)","53.4242184","58.983136"
"557","Майкоп","Адыгея","Южный","143385","1857","1870","","44.6062079","40.104053"
"558","Майский","Кабардино-Балкария","Северо-Кавказский","26632","XIX век","1965","Пришибская (до 1925)","43.6282481","44.0518741"
"559","Макаров","Сахалинская область","Дальневосточный","5848","1892","1946","Селютора (до 1945); Сиритору (до 1946)","48.6242527","142.7814002"
"560","Макарьев","Костромская область","Центральный","5528","1439","1778","Макарьевская слобода","57.880402","43.80724"
"561","Макушино","Курганская область","Уральский","6827","1797","1963","","55.208321","67.252739"
"562","Малая Вишера","Новгородская область","Северо-Западный","9996","1843","1921","","58.844215","32.218636"
"563","Малгобек","Ингушетия","Северо-Кавказский","36480","1934","1939","Вознесенское (до 1934)","43.5127189","44.5869588"
"564","Малмыж","Кировская область","Приволжский","6931","XV век","1780","","56.5206314","50.6775905"
